,Title,Link,Market size,Forecasted Market Size,CAGR (%),Companies,Geographies/Region,Segments,Sub-segment 1,Sub-segment 2,Sub-segment 3,Sub-segment 4,Sub-segment 5,Sub-segment 6,Sub-segment 7,Sub-segment 8,Sub-segment 9,Sub-segment 10,Sub-segment 11,Sub-segment 12,Sub-segment 13,Sub-segment 14,Sub-segment 15,Sub-segment 16,Sub-segment 17,Sub-segment 18,Sub-segment 19,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Level 11,Level 12,Level 13,Level 14
470,"Virtual Router Market by Component (Solution (Integrated and Standalone) and Service), Type (Predefined and Custom), End-User (Service Provider (Telecom, Data Center, and Cloud) and Enterprises), and Region - Global forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/virtual-router-market-222860236.html,USD 116.8 million,USD 331.5 million,23.2%,"Key market players, including Cisco Systems, Inc. (Cisco); Ericsson Inc. (Ericson); Huawei Technologies Co., Ltd. (Huawei); Nokia Corporation (Nokia); Juniper Networks, Inc. (Juniper); International Business Machines Corporation (IBM); netElastic Systems (netElastic); Brocade Communications Systems, Inc. (Brocade); Hewlett Packard Enterprise Development LP (HPE); Arista Networks, Inc. (Arista Networks); ZTE Corporation; Carbyne LTD (Carbyne); Palo Alto Networks, Inc. (Palo Alto Networks); Check Point Software Technologies Ltd. (Check Point); Ross Video Limited (Ross Video); 6WIND; Inventum Technologies Private Limited (Inventum); DRIVENETS; 128 Technology, Inc. (128 Technology); TRENDnet, Inc. (TRENDnet); Belkin International, Inc. (Linksys); TIME dotCom Bhd (413292-P) (TIME); ACCESS CO., LTD. (ACCESS); Allied Telesis, Inc. (Allied Telesis); and Connectify, Inc. (Connectify) ","North America, Europe, APAC, RoW (South America, Middle East, and Africa) ","Component, Type, End-User, and Geography ","Solution
, Service
","Pre-defined
, Custom ","Service Provider
, Enterprises* ","North America
, Europe
, Asia Pacific (APAC)
, RoW ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Integrated Solution
Standalone Solution , 
Professional Services
Managed Services ",NA,"
Telecom
Data Center
Cloud ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"Route Optimization Software Market by Component (Software & Services), Vertical (On-Demand Food Delivery, Ride Hailing & Taxi Services, Field Services, and Retail & FMCG), Organization Size, Deployment Type, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/route-optimization-software-market-197501388.html,USD 2.50 billion,USD 5.07 billion,11.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"Task Management Software Market by Business Function (Marketing, Human Resource, Finance), Component (Software and Services), Deployment Type (Cloud and On-Premises), Organization Size, Industry Vertical, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/task-management-software-market-171016683.html,USD 1.79 billion,USD 4.33 billion,13.74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,"Cloud Endpoint Protection Market by Component, Solution (Antivirus, Anti-spyware, Firewall, Endpoint Device Control, Anti-phishing, Endpoint Application Control), Service, Organization Size, Vertical, and Region - Global Forecast 2023",https://www.marketsandmarkets.com/Market-Reports/cloud-endpoint-protection-market-134229172.html,USD 910.0 million,"USD 1,819.0 million",12.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,"End User Computing Market by Solution (Virtual Desktop Infrastructure, Device Management, Unified Communication, and Software Asset Management), Service (Consulting, Support and Maintenance, Training and Education, and Managed Services), Industry Vertical, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/end-user-computing-market-60472493.html,USD 5.51 billion,USD 11.17 billion,12.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,"Container Orchestration Market by Component (Platform and Services), Organization Size (Large Enterprises and SMEs), Vertical (Telecommunications and IT, BFSI, Government and Public Sector, Manufacturing), and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/container-orchestration-market-13241043.html,USD 280.4 million,USD 743.3 million,17.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"SIP Trunking Services Market by Organization Size (Small Businesses, Mid-sized Businesses, and Enterprises), End-user (Wholesale and Verticals (BFSI, Healthcare, Government, High-Tech, Retail, and Education)), and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/sip-trunking-services-market-84754280.html,USD 6.88 billion,USD 12.70 billion,10.7%,"AT&T (US), 8x8 (US), Bandwidth (US), BT Group (UK), CenturyLink (US), Colt (UK), Fusion (US), GTT Communications (US), IntelePeer (US), Mitel (Canada), Net2Phone (US), Nextiva (US), Orange (France), Rogers Communications (Canada), Sprint (US), Tata Communications (India), Telstra (Australia), Twilio (US), Verizon (US), Vodafone (UK), Vonage (US), Voyant Communications (US), West Corporation (US), and Windstream (US).","North America, Europe, APAC, Latin America, and MEA","Organization size, End users (wholesale and verticals) and Regions.","Small Businesses
, Mid-sized Businesses
, Enterprises ","Verticals
, Wholesale ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Banking, Financial Services, and Insurance (BFSI)
High-Tech
Government
Healthcare
Education
Retail
Transportation and Logistics
Manufacturing
Travel and Hospitality
Others (Media and Entertainment and Legal) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,"Certificate Authority Market by Certificate Type (SSL, Secure Email, Code Signing, and Authentication Certificates), Service, SSL Certificate Validation Type, Organization Size, Industry Vertical, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/certificate-authority-market-77821481.html,USD 57.1 million,USD 123.8 million,10.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"Building Analytics Market by Application (Fault Detection and Monitoring, Energy Management, Emergency Management, Security Management), Component (Software and Services), Deployment Mode, Building Type, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/building-analytics-market-204179092.html,USD 4.76 billion,USD 11.10 billion,13.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"Big Data and Data Engineering Services Market by Service Type (Data Modeling, Data Integration, Data Quality, Analytics), Business Function (Marketing and Sales, Operations, Finance), Organization Size, Industry, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/big-data-engineering-services-market-165583166.html,USD 29.50 billion,USD 77.37 billion,17.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,"Service Integration and Management Market by Component (Solutions & Services), Solution (Business & Technology), Service (Implementation, Advisory), Organization Size, Vertical (IT & Telecommunications, Manufacturing), and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/service-integration-management-market-243697815.html,USD 3.7 billion,USD 4.9 billion,5.7%,"IBM (US), Capgemini (France), HCL Technologies (India), DXC Technology (US), and Atos (France), TCS (India), Wipro (India), Accenture (Ireland), Fujitsu (Japan), Mindtree (India), Oracle (US), NTT DATA (Japan), Quint Wellington Redwood (Netherlands), ServiceNow (US), and CGI (Canada). Other players include Cherwell (US), BAE Systems (UK), Infosys (India), Little Fish (England), Keysource (UK), Tieto (Finland), 4me (US), Data Ductus (Sweden), Sofigate (Finland), and Sopra Steria (France). ","North America, APAC, Europe, Middle East and Africa, and Latin America","Component (solution and services), Solution (Business Solution and Technology Solution), Business Solutions (Contract management, Governance, risk and control, Procurement, and Auditing and invoicing), Technology Solutions (Applications, Infrastructure, and Training and support), Services (Advisory, Implementation, and Automation), Organization Size (Small and medium-sized enterprises, and Large enterprises), Vertical (IT and Telecommunications, Banking, financial services and insurance, Retail, Manufacturing, Energy and Utilities, Transportation and Logistics, and Others (Healthcare and Government))","Solution
, Services ","Business solutions
, Technology solutions ","Contract management
, Governance, risk and control
, Procurement
, Auditing and invoicing ","Applications
, Infrastructure
, Training and support ","Advisory
, Implementation
, Automation ","Small and medium-sized enterprises
, Large enterprises ","IT and Telecommunications
, Banking, financial services and insurance
, Retail
, Manufacturing
, Energy and Utilities
, Transportation and Logistics
, Others (Healthcare and Government) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,"Multi-Vendor Support Services Market by Service Type (Hardware and Software Support Services), Business Application (Sales and Marketing, Financial and Accounting, Supply Chain, and IT Operations), Vertical, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/multi-vendor-support-services-market-251781478.html,USD 51.46 billion,USD 60.14 billion,2.52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,"Hybrid Cloud Market by Component, Service Type (Cloud Management and Orchestration, Disaster Recovery, and Hybrid Hosting), Service Model, Organization Size (SMEs and Large Enterprises), Vertical, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/hybrid-cloud-market-1150.html,USD 97.6 billion,,17.0%,"IBM (US), Microsoft (US), Cisco Systems (US), AWS (US), Oracle (US), Google (US), VMware (US), Alibaba (China), Equinix (US), Rackspace (US), NetApp (US), Atos (US), Fujitsu (Japan), CenturyLink (Louisiana), HPE (US), DXC (US), RightScale (US), Micro Focus (US), NTT Communications (Japan), Dell EMC (US), Citrix (US), Pure Storage (US), Unitas Global (US), and Quest Software (US). ","North America, Europe, APAC, MEA, and Latin America","Component, Service Type, Service Model, Organization Size, Vertical, and Region","Solution
, Services ","Cloud management and orchestration
, Disaster recovery
, Hybrid hosting ","Infrastructure-as-a-Service
, Platform-as-a-Service
, Software-as-a-Service ","Large enterprises
, Small and medium-sized enterprises ","BFSI
, IT and Telecommunications
, Healthcare
, Retail
, Media and entertainment
, Manufacturing
, Government
, Transportation
, Others (travel and hospitality, and education) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,"Cognitive Data Management Market by Component (Solutions (Data Integration & Migration, Data Governance & Quality) Services), Deployment Type, Enterprise Size, Business Function, Vertical, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/cognitive-data-management-market-174582873.html,USD 466.8 million,"USD 1,473.9 million",20.9%,"Attivio (US), CognitiveScale (US), Cognizant (US), DATUM (US), Expert System (Italy), HPE (US), IBM (US), Immuta (US), Informatica  (US), Infosys (India), Kingland Systems (US), Microsoft (US), Oracle (US), Pingar (New Zealand), Reltio (US), Saksoft (India), Salesforce (US), SAP (Germany), SAS (US), SnapLogic (US), SparkCognition (US), StrongBox Data Solutions (Canada), Talend (US), Veritas (US), and Wipro (India) ","North America, Europe, APAC, MEA, and Latin America","Component, Deployment Type, Enterprise Size, Business Function, and Region ","Solutions
, Services
","Operations
, Sales and Marketing
, Finance
, Legal
, Human Resource ","Cloud
, On-premises ","Large Enterprises
, Small and Medium-sized Enterprises (SMEs) ","Banking, Financial Services, and Insurance (BFSI)
, Manufacturing
, Healthcare and Pharmaceuticals
, Government and Legal Services
, Telecom, IT, and Media
, Others (retail, utilities, automotive, and aerospace and defense) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Data Integration and Migration
Data Governance and Quality
Others (data prep, data security, and event stream processing) , 
Consulting
Integration
Support and Maintenance ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"MEA Cybersecurity Market by Solution (IAM, Encryption, DLP, UTM, Antivirus/Antimalware, Firewall, IDS/IPS, Disaster Recovery), Service (Professional and Managed), Security Type, Deployment Mode, Organization Size, Vertical, and Country - Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/mea-cybersecurity-market-190673806.html,USD 13.50 billion,USD 31.82 billion,15.2%,NA,NA,NA,NA,NA,NA,NA,Product matrix that gives the detailed comparison of the product portfolio of each company ,"Further breakdown of the Middle Eastern cybersecurity market
, Further breakdown of the African cybersecurity market ",Detailed analysis and profiling of the additional market players ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,"IP Multimedia Subsystem (IMS) Market by Component (Product and Service (Professional and Managed Service)), Telecom Operator (Mobile and Fixed Operators), and Region (North America, Europe, APAC, MEA, and Latin America) - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/ip-multimedia-subsystem-market-150935251.html,USD 1.41 billion,USD 3.71 billion,15.7%,"Ericsson (Sweden), Huawei (China), NEC (Japan), Nokia (Finland), ZTE (China), Athonet (Italy), Cirpack (France), Cisco (US), CommVerge Solutions (China), Dialogic (US), Interop Technologies (US), Italtel (Italy), Metaswitch (UK), Mavenir (US), Oracle (US), Radisys (US), Ribbon Communications (US), Samsung (South Korea), and WIT Software (Portugal).","North America, Europe, Asia Pacific (APAC), Latin America, and Middle East and Africa (MEA)","Component,Mobile Operator, and Region","Product
, Services
","Mobile operators
, Fixed operators ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Professional services

Consulting
Integration and deployment
Training and support 
Managed services ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"Cognitive Operations Market by Component (Solutions and Services), Application (ITOA, APM, Infrastructure Management, Network Analytics, and Security Analytics), Deployment Mode, Enterprise Size, Vertical, and Region - Global Forecast to 2023",https://www.marketsandmarkets.com/Market-Reports/cognitive-operations-market-47225817.html,USD 21.67 billion,USD 21.67 billion,24.4%,NA,NA,NA,NA,NA,"Solutions
, Software Tools
, Platform
, Services
, Deployment and integration
, Support and maintenance
, Training and consulting ","Cloud
, On-premises ","IT Operations Analytics
, Application Performance Management
, Infrastructure Management 
, Network Analytics
, Security analytics
, Others (Log and Event Management, Predictive Maintenance, Anomaly Detection, App Experience Analytics, and Root Cause Analytics) ","Large Enterprises
, SMEs ","BFSI
, Healthcare and Life Sciences
, BFSI
, IT and telecom
, Retail and eCommerce
, Manufacturing
, Government
, Media and Entertainment
, Others (Energy and Utilities, Transportation and Logistics, and Education) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
